date,exchange,FG,ZC,TA,PM,CF,WH,SR,RI,OI,MA,JR,RM,LR,SM,SF,WS,WT,RO,ER,ME,GN,RS,TC,CY,AP,al,fu,cu,zn,pb,bu,sn,ni,ru,au,ag,rb,hc,wr,sc,IF,TF,T,IC,IH,TS,p,v,jd,l,pp,fb,bb,i,j,jm,c,a,b,m,y,cs,s
2010-06-03,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1008,FU1009,CU1009,ZN1009,,,,,RU1009,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-04,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1008,FU1009,CU1009,ZN1009,,,,,RU1009,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-07,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1008,FU1009,CU1009,ZN1009,,,,,RU1009,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-08,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1009,ZN1009,,,,,RU1009,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-09,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1009,ZN1009,,,,,RU1009,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-10,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1009,ZN1009,,,,,RU1009,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-11,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1009,ZN1009,,,,,RU1009,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-17,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1009,ZN1009,,,,,RU1009,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-18,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1009,ZN1009,,,,,RU1009,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-21,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1009,ZN1009,,,,,RU1009,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-22,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1009,ZN1009,,,,,RU1009,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-23,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1009,ZN1009,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-24,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1009,ZN1009,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-25,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1009,ZN1009,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-28,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1009,ZN1009,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-29,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1009,ZN1009,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1009,ZN1010,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-01,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-02,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-05,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-06,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-07,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-08,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-09,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-12,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-13,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-14,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-15,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-16,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-19,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1010,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-20,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1009,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-21,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1010,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-22,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1010,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-23,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1010,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-26,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1010,FU1009,CU1010,ZN1010,,,,,RU1011,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-27,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1010,FU1009,CU1010,ZN1011,,,,,RU1011,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-28,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1010,FU1009,CU1010,ZN1011,,,,,RU1011,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-29,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1010,FU1009,CU1011,ZN1011,,,,,RU1011,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-30,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1010,FU1009,CU1011,ZN1011,,,,,RU1011,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-02,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1010,FU1009,CU1011,ZN1011,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-03,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1010,FU1010,CU1011,ZN1011,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-04,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1010,FU1010,CU1011,ZN1011,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-05,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1010,FU1010,CU1011,ZN1011,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-06,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1010,CU1011,ZN1011,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-09,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1010,CU1011,ZN1011,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-10,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1010,CU1011,ZN1011,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-11,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1010,CU1011,ZN1011,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-12,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1010,CU1011,ZN1011,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-13,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1010,CU1011,ZN1011,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-16,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1010,CU1011,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-17,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1010,CU1011,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-18,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1010,CU1011,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-19,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1010,CU1011,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-20,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1011,CU1011,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-23,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1011,CU1011,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-24,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1011,CU1011,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-25,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1011,CU1011,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-26,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1011,CU1012,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-27,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1011,CU1012,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-30,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1011,CU1012,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1011,CU1012,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-01,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1011,FU1011,CU1012,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-02,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1011,CU1012,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-03,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1011,CU1012,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-06,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1011,CU1012,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-07,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1011,CU1012,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-08,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1011,CU1012,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-09,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1011,CU1012,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-10,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1011,CU1012,ZN1012,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-13,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1011,CU1012,ZN1101,,,,,RU1101,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-14,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1011,CU1012,ZN1101,,,,,RU1103,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-15,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1011,CU1012,ZN1101,,,,,RU1103,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-16,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1011,CU1012,ZN1101,,,,,RU1103,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-17,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1011,CU1012,ZN1101,,,,,RU1103,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-20,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1011,CU1012,ZN1101,,,,,RU1103,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-21,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1012,CU1012,ZN1101,,,,,RU1103,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-27,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1012,CU1012,ZN1101,,,,,RU1103,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-28,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1012,CU1012,ZN1101,,,,,RU1103,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-29,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1012,CU1012,ZN1101,,,,,RU1103,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1012,CU1012,ZN1101,,,,,RU1103,AU1012,,RB1101,,WR1010,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1012,CU1012,ZN1101,,,,,RU1103,AU1012,,RB1101,,WR1108,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-11,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1012,FU1012,CU1101,ZN1101,,,,,RU1103,AU1012,,RB1101,,WR1108,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-12,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1101,ZN1101,,,,,RU1103,AU1012,,RB1101,,WR1108,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-13,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1101,ZN1101,,,,,RU1103,AU1012,,RB1101,,WR1108,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-14,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1101,ZN1101,,,,,RU1103,AU1012,,RB1105,,WR1108,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-15,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1101,ZN1101,,,,,RU1103,AU1012,,RB1105,,WR1108,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-18,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1101,ZN1101,,,,,RU1103,AU1012,,RB1105,,WR1108,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-19,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1101,ZN1101,,,,,RU1103,AU1012,,RB1105,,WR1108,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-20,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1101,ZN1101,,,,,RU1103,AU1012,,RB1105,,WR1108,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-21,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1101,ZN1101,,,,,RU1103,AU1012,,RB1105,,WR1108,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-22,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1101,ZN1102,,,,,RU1103,AU1012,,RB1105,,WR1011,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-25,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1101,ZN1102,,,,,RU1103,AU1106,,RB1105,,WR1011,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-26,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1101,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1011,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-27,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1101,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-28,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-29,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-01,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-02,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-03,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-04,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-05,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1101,FU1101,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-08,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1101,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-09,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1101,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-10,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-11,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-12,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-15,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-16,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-17,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-18,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1102,ZN1102,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-19,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1102,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-22,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1102,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1101,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-23,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-24,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-25,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-26,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-29,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-01,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-02,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-03,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-06,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-07,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1102,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-08,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1103,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-09,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1103,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-10,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1103,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-13,SHFE,,,,,,,,,,,,,,,,,,,,,,,,,,AL1103,FU1103,CU1103,ZN1103,,,,,RU1105,AU1106,,RB1105,,WR1105,,,,,,,,,,,,,,,,,,,,,,,,
