date,exchange,FG,ZC,TA,PM,CF,WH,SR,RI,OI,MA,JR,RM,LR,SM,SF,WS,WT,RO,ER,ME,GN,RS,TC,CY,AP,al,fu,cu,zn,pb,bu,sn,ni,ru,au,ag,rb,hc,wr,sc,IF,TF,T,IC,IH,TS,p,v,jd,l,pp,fb,bb,i,j,jm,c,a,b,m,y,cs,s
2013-04-24,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,RO1305,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-25,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,RO1305,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-26,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,RO1305,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-02,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,RO1305,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-03,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,RO1305,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-06,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,RO1305,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-07,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,RO1305,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-08,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,RO1305,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-09,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,RO1305,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-10,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,RO1305,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-13,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,RO1305,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-14,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,RO1305,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-15,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,RO1305,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-16,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,RO1305,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-17,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-20,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-21,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-22,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-23,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-24,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,WS1305,,,ER1305,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-27,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-28,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-30,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1309,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-03,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-04,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-05,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-06,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-07,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1309,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-13,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-14,CZCE,FG1309,,TA1309,PM1307,CF1309,WH1309,SR1309,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-17,CZCE,FG1309,,TA1309,PM1307,CF1401,WH1309,SR1309,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-18,CZCE,FG1309,,TA1309,PM1307,CF1401,WH1309,SR1309,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-19,CZCE,FG1309,,TA1309,PM1307,CF1401,WH1309,SR1309,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-20,CZCE,FG1309,,TA1309,PM1307,CF1401,WH1309,SR1309,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-21,CZCE,FG1309,,TA1309,PM1307,CF1401,WH1309,SR1309,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-24,CZCE,FG1401,,TA1309,PM1307,CF1401,WH1401,SR1309,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-25,CZCE,FG1401,,TA1309,PM1307,CF1401,WH1401,SR1309,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-26,CZCE,FG1401,,TA1309,PM1307,CF1401,WH1401,SR1309,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-27,CZCE,FG1401,,TA1309,PM1307,CF1401,WH1401,SR1309,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-28,CZCE,FG1401,,TA1309,PM1307,CF1401,WH1401,SR1309,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-01,CZCE,FG1401,,TA1309,PM1307,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-02,CZCE,FG1401,,TA1309,PM1307,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-03,CZCE,FG1401,,TA1309,PM1307,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-04,CZCE,FG1401,,TA1309,PM1307,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-05,CZCE,FG1401,,TA1309,PM1307,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-08,CZCE,FG1401,,TA1309,PM1401,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-09,CZCE,FG1401,,TA1309,PM1401,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-10,CZCE,FG1401,,TA1309,PM1401,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-11,CZCE,FG1401,,TA1309,PM1401,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-12,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-15,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-16,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-17,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-18,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-22,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-23,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1309,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-29,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-30,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-31,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-01,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-02,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-05,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-06,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-07,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-08,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-09,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-12,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-13,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-14,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-15,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-16,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-19,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1309,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-20,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-21,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-22,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-23,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-26,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-27,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-28,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-29,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-30,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-03,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-04,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-05,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-06,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-09,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-10,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-11,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-12,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-13,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-16,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-17,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-18,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-23,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-24,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-25,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-26,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1311,TC1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-27,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1311,TC1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1311,TC1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-08,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1311,TC1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-09,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1311,TC1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-10,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1311,TC1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-11,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1311,TC1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-14,CZCE,FG1401,,TA1401,PM1401,CF1401,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1409,TC1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-15,CZCE,FG1401,,TA1401,PM1401,CF1405,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1409,TC1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-16,CZCE,FG1401,,TA1401,PM1401,CF1405,WH1401,SR1401,RI1401,OI1401,,,RM1401,,,,,,,,ME1401,,RS1409,TC1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
